onset	duration	trial_type
11.0	3.014	shape
14.014	3.016	shape
17.03	3.017	shape
20.047	3.016	shape
23.063	3.017	shape
26.08	3.033	shape
32.096	3.017	face
35.113	3.016	face
38.129	3.017	face
41.146	3.016	face
44.162	3.016	face
47.178	3.034	face
53.195	3.016	shape
56.211	3.017	shape
59.228	3.016	shape
62.244	3.017	shape
65.261	3.016	shape
68.277	3.033	shape
74.294	3.016	face
77.31	3.017	face
80.327	3.016	face
83.343	3.017	face
86.36	3.016	face
89.376	3.033	face
95.392	3.017	shape
98.409	3.016	shape
101.425	3.017	shape
104.442	3.016	shape
107.458	3.017	shape
110.475	3.033	shape
116.491	3.017	face
119.508	3.016	face
