onset	duration	trial_type
10.132	4.119	relational
14.251	4.081	relational
18.332	4.119	relational
22.451	4.03	relational
28.531	3.25	control
31.781	3.25	control
35.031	3.25	control
38.281	3.249	control
41.53	3.234	control
62.763	3.249	control
66.012	3.25	control
69.262	3.25	control
72.512	3.25	control
75.762	3.233	control
80.995	4.066	relational
85.061	4.05	relational
89.111	4.05	relational
93.161	4.033	relational
115.193	3.25	control
118.443	3.249	control
121.692	3.25	control
124.942	3.267	control
128.209	3.233	control
133.442	4.049	relational
137.491	4.05	relational
141.541	4.05	relational
145.591	4.033	relational
